recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,cond,random_number
9,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,1,0,0,0,FALSE,0.6752364067360759
9,3) $200 - $350,210.68,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.6284742169082165
3,1) $0 - $100,96.15,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.24624886503443122
6,4) $350 - $500,462.39,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.37756465724669397
10,1) $0 - $100,49.7,1,0,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.6497954302467406
11,3) $200 - $350,327.22,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.3771272450685501
7,2) $100 - $200,185.5,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.3992327149026096
5,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.5333399714436382
6,4) $350 - $500,464.98,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.6797585021704435
4,2) $100 - $200,141.06,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.7614669420290738
3,1) $0 - $100,57.48,0,1,Urban,1,Phone,Mens E-Mail,1,0,0,1,TRUE,0.3333249280694872
7,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,1,0,0,1,FALSE,0.13180323969572783
1,5) $500 - $750,625.09,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.2061563078314066
6,2) $100 - $200,178.46,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.22671841690316796
1,1) $0 - $100,58.07,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.5808691803831607
9,1) $0 - $100,88.43,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.44223787309601903
7,3) $200 - $350,227.49,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.6725226377602667
6,4) $350 - $500,491.18,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.026745368028059602
8,2) $100 - $200,120.21,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.46404366195201874
9,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.2821594530250877
11,2) $100 - $200,160.54,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.029435498639941216
10,3) $200 - $350,276,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.3280661159660667
2,2) $100 - $200,186.46,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.14489383017644286
7,4) $350 - $500,351.61,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.19685208471491933
12,4) $350 - $500,403.52,0,1,Rural,0,Phone,No E-Mail,0,0,0,0,TRUE,0.49085421906784177
1,4) $350 - $500,417.22,1,0,Surburban,0,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.47885952331125736
9,5) $500 - $750,507.09,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.5720426486805081
4,5) $500 - $750,581.48,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.38293044664897025
3,3) $200 - $350,201.17,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.7865657974034548
5,2) $100 - $200,117.23,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.03379218513146043
11,3) $200 - $350,256.08,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.34456970007158816
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.4492016441654414
2,3) $200 - $350,214.24,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.9739901826251298
9,3) $200 - $350,310.08,1,0,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.28169706906192005
9,2) $100 - $200,148.61,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.2593078720383346
3,4) $350 - $500,414.64,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.2160697439685464
4,"7) $1,000 +",1131.35,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.9757601688615978
9,2) $100 - $200,166.13,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.2609532412607223
1,"6) $750 - $1,000",940.71,1,0,Rural,1,Web,No E-Mail,1,0,0,0,TRUE,0.27807160979136825
4,2) $100 - $200,105.5,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.7429078775458038
9,4) $350 - $500,423.51,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.3649956814479083
1,4) $350 - $500,431.19,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.03322041779756546
5,1) $0 - $100,88.47,0,1,Urban,1,Web,No E-Mail,1,0,0,0,TRUE,0.42890246235765517
8,2) $100 - $200,118.45,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.26363171148113906
10,1) $0 - $100,91.39,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.4366656339261681
12,5) $500 - $750,675.21,1,1,Rural,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.5280643573496491
4,"6) $750 - $1,000",753.19,0,1,Urban,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.43718378199264407
11,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,1,0,0,0,FALSE,0.9689841957297176
11,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.32872516801580787
3,"7) $1,000 +",1351.85,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.06378968129865825
3,1) $0 - $100,31.72,1,0,Rural,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.02853291924111545
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.11562898359261453
4,3) $200 - $350,249.2,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.7932140841148794
5,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.04305027308873832
2,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.434673490235582
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.12758742203004658
11,1) $0 - $100,94.09,1,0,Urban,0,Web,No E-Mail,1,0,0,0,FALSE,0.2069834228605032
2,4) $350 - $500,465.95,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.1705965476576239
6,3) $200 - $350,270.12,0,1,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.6251072576269507
10,2) $100 - $200,121.02,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.9473042762838304
7,2) $100 - $200,184.73,1,0,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.5666350319515914
11,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.18189214705489576
2,3) $200 - $350,286.1,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,TRUE,0.4434856525622308
9,2) $100 - $200,152.81,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.9101689069066197
2,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.5622140152845532
9,3) $200 - $350,332.12,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.41800280241295695
5,2) $100 - $200,118.89,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.003860279219225049
2,1) $0 - $100,39.5,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.13140876637771726
6,4) $350 - $500,374.24,0,1,Urban,0,Web,No E-Mail,0,0,0,0,TRUE,0.20148486667312682
6,2) $100 - $200,141.06,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.15199877973645926
4,3) $200 - $350,237.18,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.16647142684087157
5,5) $500 - $750,513.05,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.45601446623913944
9,1) $0 - $100,36.69,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.3878107485361397
9,3) $200 - $350,220.35,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.605366513133049
8,4) $350 - $500,401.04,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.3894106079824269
9,1) $0 - $100,34.67,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.08433290245011449
1,4) $350 - $500,439.7,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.45212253485806286
5,3) $200 - $350,210.45,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.8922788999043405
12,4) $350 - $500,444.58,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.08085914910770953
8,2) $100 - $200,166.47,0,1,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.06166732218116522
4,1) $0 - $100,57.36,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.17769868136383593
2,4) $350 - $500,357.91,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.4138717909809202
10,2) $100 - $200,102.56,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.13576740049757063
9,1) $0 - $100,37.16,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.12022568052634597
8,2) $100 - $200,195.16,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.4261281406506896
11,3) $200 - $350,209.43,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.6519835856743157
3,3) $200 - $350,235.37,0,1,Rural,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.46096933423541486
10,3) $200 - $350,234.25,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.4886293364688754
1,2) $100 - $200,111.89,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.7470827088691294
4,1) $0 - $100,86.37,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.23381897993385792
7,5) $500 - $750,630.94,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.38390818424522877
7,2) $100 - $200,107.83,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.21924345940351486
2,3) $200 - $350,249.3,1,1,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.18765151244588196
12,2) $100 - $200,101.5,1,0,Rural,0,Web,No E-Mail,0,0,0,0,FALSE,0.5192644200287759
4,2) $100 - $200,109.29,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.4354805436450988
6,1) $0 - $100,50.96,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.4272807252127677
10,2) $100 - $200,114.57,1,0,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.96042988775298
2,5) $500 - $750,502.75,1,0,Rural,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.38523530564270914
2,1) $0 - $100,70.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9883986585773528
6,2) $100 - $200,142.66,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.14280893187969923
10,1) $0 - $100,38.25,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.6795449799392372
1,5) $500 - $750,613.11,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.16788791376166046
5,2) $100 - $200,164.2,1,0,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.45759503450244665
5,4) $350 - $500,416.72,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.35835951566696167
4,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.5190779007971287
10,3) $200 - $350,207.66,0,1,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.10858023911714554
10,1) $0 - $100,86.79,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.29402169957756996
3,1) $0 - $100,69.75,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.06929533975198865
10,1) $0 - $100,93.87,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.006238431669771671
3,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.7164488204289228
3,2) $100 - $200,198.55,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.4748904660809785
4,"7) $1,000 +",1094.08,0,1,Rural,1,Multichannel,Mens E-Mail,1,0,0,1,TRUE,0.30630662362091243
2,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.06407163455151021
9,1) $0 - $100,46.31,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.15141509613022208
1,4) $350 - $500,363.82,0,1,Surburban,0,Web,Mens E-Mail,1,0,0,1,TRUE,0.08512978651560843
5,5) $500 - $750,544.54,1,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.23322275350801647
9,2) $100 - $200,105.49,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.8786554001271725
9,5) $500 - $750,689.34,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.179917422356084
11,3) $200 - $350,246.74,0,1,Surburban,1,Phone,No E-Mail,1,0,0,0,FALSE,0.7735306299291551
3,2) $100 - $200,112.5,1,0,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.07057653740048409
7,3) $200 - $350,288.24,1,0,Urban,1,Web,No E-Mail,1,0,0,0,FALSE,0.9978924081660807
3,1) $0 - $100,82.33,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.12093365471810102
1,3) $200 - $350,242.87,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.23879171162843704
6,4) $350 - $500,386.15,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0,0,TRUE,0.25965566211380064
2,3) $200 - $350,273.17,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.7526996631640941
3,4) $350 - $500,370.63,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.2430391190573573
8,4) $350 - $500,366.91,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.3905497882515192
3,3) $200 - $350,290.23,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.02932795789092779
8,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.407378361094743
10,2) $100 - $200,172.5,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.3289020184893161
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,1,34.66,0,TRUE,0.308480363804847
8,3) $200 - $350,324.9,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.14317025314085186
4,3) $200 - $350,322.11,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.5420064157806337
8,3) $200 - $350,261.9,1,1,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.36449430673383176
4,2) $100 - $200,162.33,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.6967601219657809
1,4) $350 - $500,429.03,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.369873404270038
1,3) $200 - $350,240.22,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.3788989393506199
4,4) $350 - $500,405.41,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.7049827899318188
2,"6) $750 - $1,000",934.66,1,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.22716816328465939
5,3) $200 - $350,235.42,1,0,Surburban,0,Phone,No E-Mail,1,0,0,0,TRUE,0.4131505361292511
9,1) $0 - $100,73.06,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.1261123912408948
6,1) $0 - $100,32.98,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.6371958502568305
1,4) $350 - $500,411.55,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.1286746822297573
6,3) $200 - $350,200.48,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.3827016183640808
11,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.26711727143265307
4,1) $0 - $100,78.58,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.5180141206365079
1,5) $500 - $750,660.87,0,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,TRUE,0.11535338498651981
2,5) $500 - $750,694.64,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.6342671199236065
9,3) $200 - $350,324.93,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9854914026800543
12,1) $0 - $100,91.19,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.10727930068969727
10,1) $0 - $100,47.66,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.6007404704578221
2,1) $0 - $100,35.21,1,0,Rural,1,Web,No E-Mail,1,0,0,0,TRUE,0.4619659627787769
6,2) $100 - $200,128.49,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.19368251669220626
11,3) $200 - $350,258.31,1,1,Rural,1,Web,No E-Mail,1,0,0,0,FALSE,0.9824820004869252
2,3) $200 - $350,273.98,0,1,Urban,1,Web,No E-Mail,0,0,0,0,TRUE,0.017874513752758503
2,4) $350 - $500,414.23,1,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.029345629271119833
1,2) $100 - $200,166.08,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.8065536334179342
8,3) $200 - $350,321.64,0,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,TRUE,0.4825701287481934
3,1) $0 - $100,58.15,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.07266469532623887
10,1) $0 - $100,56.56,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.4979752292856574
5,1) $0 - $100,84.1,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.9690749805886298
1,4) $350 - $500,443.16,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.37165046483278275
3,1) $0 - $100,49.96,1,0,Urban,1,Phone,No E-Mail,1,0,0,0,TRUE,0.3428097392898053
10,1) $0 - $100,82.81,0,1,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.13442642148584127
5,3) $200 - $350,201.18,1,0,Urban,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.9450606978498399
10,1) $0 - $100,63.11,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.5033910966012627
5,3) $200 - $350,214.9,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.3625467715319246
1,4) $350 - $500,476.09,1,0,Rural,0,Multichannel,No E-Mail,0,0,0,0,TRUE,0.3834414721932262
8,1) $0 - $100,88.22,1,0,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.6536182421259582
9,3) $200 - $350,310.33,1,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.48110447614453733
9,3) $200 - $350,265.38,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.007912952918559313
11,4) $350 - $500,416.41,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.09159484738484025
6,2) $100 - $200,181.96,1,0,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.9973812978714705
5,2) $100 - $200,196.88,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.04133160458877683
5,3) $200 - $350,261.11,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.741799988783896
11,2) $100 - $200,103.05,0,1,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.6561900391243398
6,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.029001868795603514
11,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,FALSE,0.07362637645564973
3,5) $500 - $750,616.2,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.07649739901535213
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.8595555466599762
6,1) $0 - $100,58.29,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.49733955785632133
10,2) $100 - $200,106.56,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.08563885209150612
7,1) $0 - $100,51.74,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.014835810288786888
9,3) $200 - $350,293.68,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,FALSE,0.19911014172248542
1,5) $500 - $750,645.31,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.6864220222923905
1,3) $200 - $350,213.79,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,TRUE,0.30025802296586335
1,3) $200 - $350,285.49,1,1,Rural,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.08549799746833742
6,2) $100 - $200,160.05,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.33825118909589946
2,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0,0,TRUE,0.38199365697801113
1,3) $200 - $350,293.72,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.3263863662723452
8,1) $0 - $100,30.32,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,FALSE,0.08873407659120858
2,1) $0 - $100,74.93,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.881849154131487
1,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.49256481416523457
7,1) $0 - $100,90.31,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.06736124423332512
9,2) $100 - $200,110.86,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,FALSE,0.4146375833079219
2,3) $200 - $350,345.11,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.10044805542565882
4,"6) $750 - $1,000",970.98,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,TRUE,0.06591858272440732
4,3) $200 - $350,249,0,1,Rural,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.6768938680179417
1,2) $100 - $200,195.22,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.31498463079333305
8,3) $200 - $350,290.24,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.3813620558939874
8,2) $100 - $200,153.82,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,FALSE,0.011830114992335439
4,1) $0 - $100,57.41,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.9971593322698027
1,2) $100 - $200,154.82,1,0,Urban,0,Web,No E-Mail,1,0,0,0,TRUE,0.30389084946364164
3,1) $0 - $100,55.31,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,TRUE,0.1488896463997662
1,3) $200 - $350,310.33,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,TRUE,0.32852042582817376
5,"6) $750 - $1,000",777.71,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,TRUE,0.07047443534247577
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.9434898204635829
5,4) $350 - $500,372.62,0,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,TRUE,0.13966472842730582
11,2) $100 - $200,184.44,1,0,Urban,0,Web,No E-Mail,0,0,0,0,FALSE,0.4901666345540434
12,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.29653108259662986
1,5) $500 - $750,731.15,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.30338328517973423
4,3) $200 - $350,318.75,0,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,TRUE,0.440857705892995
10,1) $0 - $100,49.65,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.3036284341942519
11,1) $0 - $100,58.09,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,FALSE,0.12141203694045544
9,1) $0 - $100,48.38,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.445086722727865
10,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,FALSE,0.9586012186482549
5,2) $100 - $200,104.49,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.25355165894143283
3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0,1,TRUE,0.7157223175745457
10,1) $0 - $100,43.4,1,0,Urban,1,Web,No E-Mail,0,0,0,0,FALSE,0.32738634874112904
7,4) $350 - $500,428.61,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.42212295322678983
1,2) $100 - $200,141.99,1,0,Rural,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.651453121798113
11,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,FALSE,0.2576774191111326
2,2) $100 - $200,120.47,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,TRUE,0.7117209734860808
11,2) $100 - $200,115.21,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,FALSE,0.2659337855875492
4,3) $200 - $350,274.45,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,TRUE,0.19808235275559127
5,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.9368444657884538
2,3) $200 - $350,220.95,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.6529178458731622
4,4) $350 - $500,426.91,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,TRUE,0.19394458970054984
10,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0,0,0,0,FALSE,0.556837119627744
4,2) $100 - $200,189.05,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,TRUE,0.6680602221749723
2,5) $500 - $750,509.75,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0,1,TRUE,0.10663445759564638
2,2) $100 - $200,123.07,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,TRUE,0.04213634063489735
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,1,0,0,1,FALSE,0.3255876002367586
10,1) $0 - $100,96.54,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,FALSE,0.20750971999950707
